join_id,on_time_payment_ratio,utilization_ratio,total_limit,total_balance,delinq_30,delinq_60,delinq_90,charge_off,collections,avg_monthly_spend,monthly_spend_volatility,active_months,net_cashflow_trend,expense_entropy,merchant_diversity,payment_day_regular_std,cash_intensity,num_revolving_accounts,num_installment_loans,num_mortgages,aaoa_months,inquiries_recent,new_accounts_recent,thin_file_flag,avg_city_pop,join_id_feat,join_id_beh,join_id_beh,avg_monthly_spend_beh,monthly_volatility,avg_tx_count,merchant_diversity_beh,total_fraud,active_months_beh,fraud_ratio,spend_trend
C0083,0.0,5.0,7000.0,175654.89,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0083,43324,43324,34.56,0.0,1.0,1.0,0.0,1,0.0,0.0
C0084,0.0,0.0,0.0,213408.08,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0084,10572,10572,160.11,0.0,1.0,1.0,0.0,1,0.0,0.0
C0085,0.0,1.1052933333333337,6000.0,6631.76,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0085,37111,37111,72.67,0.0,1.0,1.0,0.0,1,0.0,0.0
C0086,0.0,5.0,50000.0,453064.73,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0086,45968,45968,898.85,0.0,1.0,1.0,0.0,1,0.0,0.0
C0087,0.0,5.0,5000.0,185346.43,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0087,47750,47750,79.7,0.0,1.0,1.0,0.0,1,0.0,0.0
C0088,0.0,1.434223,10000.0,14342.23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0088,2839,2839,74.36,0.0,1.0,1.0,0.0,1,0.0,0.0
C0089,0.0,0.0,0.0,280245.61000000004,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0089,19816,19816,178.24,0.0,1.0,1.0,0.0,1,0.0,0.0
C0090,0.0,5.0,22000.0,424342.64,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0090,114,114,7280.744666666666,3978.781046754443,106.46666666666668,12.8,15.0,15,0.1408891671884783,-442.3328571428571
C0091,0.0,0.0,0.0,23826.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0091,35618,35618,1895.82,0.0,1.0,1.0,0.0,1,0.0,0.0
C0092,0.0,5.0,15000.0,413860.33,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0092,8778,8778,114.8,0.0,1.0,1.0,0.0,1,0.0,0.0
C0093,0.0,5.0,10000.0,229016.83,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0093,20861,20861,1228.87,0.0,1.0,1.0,0.0,1,0.0,0.0
C0094,0.0,0.0,0.0,195822.59000000003,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0094,10063,10063,93.08,0.0,1.0,1.0,0.0,1,0.0,0.0
C0095,0.0,0.704663125,32000.0,22549.22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0095,38345,38345,291.83,0.0,1.0,1.0,0.0,1,0.0,0.0
C0096,0.0,0.8242960000000001,5000.0,4121.4800000000005,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0096,32249,32249,769.67,0.0,1.0,1.0,0.0,1,0.0,0.0
C0097,0.0,5.0,2000.0,132875.76,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0097,45779,45779,399.64,0.0,1.0,1.0,0.0,1,0.0,0.0
C0098,0.0,0.0,0.0,28470.06,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0098,48617,48617,126.96,0.0,1.0,1.0,0.0,1,0.0,0.0
C0099,0.0,0.0,0.0,257735.8,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0099,47656,47656,447.46,0.0,1.0,1.0,0.0,1,0.0,0.0
C0100,0.0,0.0,0.0,407623.94,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0100,27939,27939,55.78,0.0,1.0,1.0,0.0,1,0.0,0.0
C0101,0.0,0.657984,15000.0,9869.76,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0101,47735,47735,111.14,0.0,1.0,1.0,0.0,1,0.0,0.0
C0102,0.0,5.0,20000.0,327009.65,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0102,28150,28150,101.14,0.0,1.0,1.0,0.0,1,0.0,0.0
C0103,0.0,0.3778163636363637,33000.0,12467.94,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0103,40534,40534,505.49,0.0,1.0,1.0,0.0,1,0.0,0.0
C0104,0.0,2.569117666666666,30000.0,77073.53,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0104,46834,46834,364.36,0.0,1.0,1.0,0.0,1,0.0,0.0
C0105,0.0,5.0,2000.0,214932.11,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0105,9731,9731,61.31,0.0,1.0,1.0,0.0,1,0.0,0.0
C0106,0.0,0.0,0.0,124861.9,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0106,46448,46448,1798.56,0.0,1.0,1.0,0.0,1,0.0,0.0
C0107,0.0,0.0,0.0,82614.86,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,C0107,2644,2644,1158.93,0.0,1.0,1.0,0.0,1,0.0,0.0
C0108,0.0,5.0,10000.0,171248.22,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0108,1789,1789,54.58,0.0,1.0,1.0,0.0,1,0.0,0.0
C0109,0.0,5.0,30000.0,320703.34,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0109,11974,11974,66.55,0.0,1.0,1.0,0.0,1,0.0,0.0
C0110,0.0,4.936435,10000.0,49364.350000000006,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0110,18744,18744,915.03,0.0,1.0,1.0,0.0,1,0.0,0.0
C0111,0.0,3.628737,20000.0,72574.74,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,C0111,21485,21485,50.98,0.0,1.0,1.0,0.0,1,0.0,0.0
